,date,volume,price,high,low,open,change,timestamp,FOXBUSINES.text_COUNT_last1days:microsoft,FOXBUSINES.text_last1days:microsoft,transformedDoc
488,31-12-2014 16:00:00,21.55M,46.45,47.44,46.45,46.73,-1.21%,1420041600.0,1,['washington gridlock good for us  stocks  economy '],washington gridlock good for us  stocks  economy 
489,02-01-2015 16:00:00,27.91M,46.76,47.42,46.54,46.66,0.67%,1420214400.0,1,['wall street gives up triple-digit morning gains in light-volume action_ stocks trading mostly flat_ # foxmkts '],wall street gives up triple-digit morning gains in light-volume action_ stocks trading mostly flat_ # foxmkts 
490,05-01-2015 16:00:00,39.67M,46.33,46.73,46.25,46.37,-0.92%,1420473600.0,0,[],
491,06-01-2015 16:00:00,36.45M,45.65,46.75,45.54,46.38,-1.47%,1420560000.0,0,[],
492,07-01-2015 16:00:00,29.11M,46.23,46.46,45.49,45.98,1.27%,1420646400.0,0,[],
493,08-01-2015 16:00:00,29.65M,47.59,47.75,46.72,46.75,2.94%,1420732800.0,0,[],
494,09-01-2015 16:00:00,23.94M,47.19,47.82,46.9,47.61,-0.84%,1420819200.0,2,"['the # dow is up 300+ points on another big day for # stocks: ', 'shopping for winning stocks in the # retail sector ']",the # dow is up 300+ points on another big day for # stocks: shopping for winning stocks in the # retail sector 
495,12-01-2015 16:00:00,23.65M,46.6,47.54,46.36,47.42,-1.25%,1421078400.0,0,[],
496,13-01-2015 16:00:00,35.27M,46.35,47.91,46.06,46.97,-0.54%,1421164800.0,0,[],
497,14-01-2015 16:00:00,29.72M,45.95,46.24,45.62,45.96,-0.86%,1421251200.0,0,[],
498,15-01-2015 16:00:00,32.75M,45.48,46.38,45.41,46.22,-1.02%,1421337600.0,0,[],
499,16-01-2015 16:00:00,35.70M,46.24,46.28,45.17,45.31,1.67%,1421424000.0,0,[],
500,20-01-2015 16:00:00,36.16M,46.39,46.65,45.57,46.3,0.32%,1421769600.0,0,[],
501,21-01-2015 16:00:00,39.08M,45.92,46.14,45.48,45.94,-1.01%,1421856000.0,0,[],
502,22-01-2015 16:00:00,35.90M,47.13,47.13,46.08,46.38,2.64%,1421942400.0,0,[],
503,23-01-2015 16:00:00,26.21M,47.18,47.39,46.8,47.36,0.11%,1422028800.0,2,"['im excited  theres a certain energy about the company says  billgates on the future of  microsoft  davosfbnpictwittercom8f92zkhgkk', 'on @openingbellfbn @ gatesfoundation co-chair bill gates explains how to help us students better compete in the world: ']",im excited  theres a certain energy about the company says  billgates on the future of  microsoft  davosfbnpictwittercom8f92zkhgkkon @openingbellfbn @ gatesfoundation co-chair bill gates explains how to help us students better compete in the world: 
504,26-01-2015 16:00:00,42.53M,47.01,47.13,46.24,47.0,-0.36%,1422288000.0,0,[],
505,27-01-2015 16:00:00,169.16M,42.66,43.2,42.1,42.95,-9.25%,1422374400.0,6,"['# pfizer 4q # earnings beat expectations # stocks ', 'bristol-myers squibb 4q # earnings beat expectations # stocks ', '# lockheedmartin posts 4q # earnings miss # stocks ', '# stock picks for # retirees ', 'more microsoft 2q earnings hit by higher costs ', 'claman on call fbns  lizclaman on the  markets  microsoft  earnings and the northeast  blizzard ']",# pfizer 4q # earnings beat expectations # stocks bristol-myers squibb 4q # earnings beat expectations # stocks # lockheedmartin posts 4q # earnings miss # stocks # stock picks for # retirees more microsoft 2q earnings hit by higher costs claman on call fbns  lizclaman on the  markets  microsoft  earnings and the northeast  blizzard 
506,28-01-2015 16:00:00,84.51M,41.19,42.79,41.16,42.74,-3.45%,1422460800.0,0,[],
507,29-01-2015 16:00:00,63.59M,42.01,42.12,40.79,40.93,1.99%,1422547200.0,2,"['a blowout quarter is fueling a rally in # apples stock_ @riskrewardfbn takes a look: ', '# ford 4q # earnings beat expectations # stocks']",a blowout quarter is fueling a rally in # apples stock_ @riskrewardfbn takes a look: # ford 4q # earnings beat expectations # stocks
508,30-01-2015 16:00:00,78.00M,40.4,41.58,40.35,41.55,-3.83%,1422633600.0,1,['shake shack begins trading as investors gobble up shares_ stock soars debut: trading at 49_08 from ipo price of 21_  shak'],shake shack begins trading as investors gobble up shares_ stock soars debut: trading at 49_08 from ipo price of 21_  shak
509,02-02-2015 16:00:00,50.35M,41.28,41.37,40.23,40.59,2.18%,1422892800.0,1,['# exxonmobil posts mixed 4q # earnings # stocks '],# exxonmobil posts mixed 4q # earnings # stocks 
510,03-02-2015 16:00:00,52.08M,41.6,41.93,41.05,41.63,0.78%,1422979200.0,0,[],
511,04-02-2015 16:00:00,41.61M,41.84,42.21,41.36,41.94,0.58%,1423065600.0,0,[],
512,05-02-2015 16:00:00,36.55M,42.45,42.64,41.85,42.22,1.46%,1423152000.0,1,['warrenbuffett says that he will not sell his stock in moodys or sp despite recent controversypictwittercomqsoain2oy1'],warrenbuffett says that he will not sell his stock in moodys or sp despite recent controversypictwittercomqsoain2oy1
513,06-02-2015 16:00:00,34.62M,42.41,42.79,42.15,42.68,-0.09%,1423238400.0,0,[],
514,09-02-2015 16:00:00,31.38M,42.36,42.74,42.21,42.24,-0.12%,1423497600.0,0,[],
515,10-02-2015 16:00:00,29.67M,42.6,42.77,42.18,42.74,0.57%,1423584000.0,1,['coca-cola 4q # earnings beat expectations # markets # stocks '],coca-cola 4q # earnings beat expectations # markets # stocks 
516,11-02-2015 16:00:00,38.26M,42.38,42.65,42.21,42.65,-0.52%,1423670400.0,0,[],
517,12-02-2015 16:00:00,33.27M,43.09,43.09,42.51,42.66,1.68%,1423756800.0,2,"['icymi: # gopro, # yelp the tiger woods of the # stock # market? ', 'the # auto # stocks to rev up your portfolio ']","icymi: # gopro, # yelp the tiger woods of the # stock # market? the # auto # stocks to rev up your portfolio "
518,13-02-2015 16:00:00,40.26M,43.87,43.87,43.15,43.38,1.81%,1423843200.0,0,[],
519,17-02-2015 16:00:00,33.70M,43.58,44.0,43.19,43.97,-0.66%,1424188800.0,0,[],
520,18-02-2015 16:00:00,27.11M,43.53,43.7,43.39,43.63,-0.11%,1424275200.0,0,[],
521,19-02-2015 16:00:00,27.60M,43.5,43.53,43.05,43.18,-0.07%,1424361600.0,2,"['does # greece impact the u_s_ # stock # market? ', 'should angies list be on your  stock list ']",does # greece impact the u_s_ # stock # market? should angies list be on your  stock list 
522,20-02-2015 16:00:00,29.72M,43.85,43.88,43.29,43.51,0.80%,1424448000.0,0,[],
523,23-02-2015 16:00:00,32.52M,44.15,44.19,43.65,43.7,0.68%,1424707200.0,0,[],
524,24-02-2015 16:00:00,25.27M,44.09,44.3,43.92,44.15,-0.14%,1424793600.0,1,['president obama wants to set new rules for stockbrokers: '],president obama wants to set new rules for stockbrokers: 
525,25-02-2015 16:00:00,29.76M,43.99,44.09,43.8,43.95,-0.23%,1424880000.0,1,['icymi are  tech  stocks getting too frothy '],icymi are  tech  stocks getting too frothy 
526,26-02-2015 16:00:00,28.96M,44.05,44.23,43.89,43.99,0.14%,1424966400.0,0,[],
527,27-02-2015 16:00:00,33.81M,43.85,44.2,43.66,44.13,-0.45%,1425052800.0,0,[],
528,02-03-2015 16:00:00,31.92M,43.88,44.19,43.55,43.67,0.07%,1425312000.0,0,[],
529,03-03-2015 16:00:00,31.75M,43.28,43.83,43.09,43.56,-1.37%,1425398400.0,1,['lumber liquidators hammers 60 minutes report as its stock plummets 20%_ @ matthewrocco reports_  ll '],lumber liquidators hammers 60 minutes report as its stock plummets 20%_ @ matthewrocco reports_  ll 
530,04-03-2015 16:00:00,25.75M,43.05,43.21,42.88,43.01,-0.53%,1425484800.0,1,['_ @ daveramsey on finding a good stock broker: '],_ @ daveramsey on finding a good stock broker: 
531,05-03-2015 16:00:00,23.19M,43.11,43.24,42.82,43.07,0.14%,1425571200.0,0,[],
532,06-03-2015 16:00:00,36.25M,42.36,43.11,42.15,43.0,-1.74%,1425657600.0,0,[],
533,09-03-2015 16:00:00,32.11M,42.85,43.12,42.19,42.19,1.16%,1425916800.0,0,[],
534,10-03-2015 16:00:00,39.16M,42.03,42.71,42.03,42.35,-1.91%,1426003200.0,0,[],
535,11-03-2015 16:00:00,32.22M,41.98,42.37,41.84,42.31,-0.12%,1426089600.0,0,[],
536,12-03-2015 16:00:00,59.99M,41.02,41.65,40.86,41.33,-2.29%,1426176000.0,0,[],
537,13-03-2015 16:00:00,58.01M,41.38,41.47,40.61,40.7,0.88%,1426262400.0,1,['_ @ microsoft went public on this day back in 1986 at 21 a share_ @ billgates made 350 million on 45% stake_ @ varneycopic_twitter_com/nepawzuizj'],_ @ microsoft went public on this day back in 1986 at 21 a share_ @ billgates made 350 million on 45% stake_ @ varneycopic_twitter_com/nepawzuizj
538,16-03-2015 16:00:00,35.27M,41.56,41.64,41.28,41.47,0.43%,1426521600.0,0,[],
539,17-03-2015 16:00:00,31.67M,41.7,41.83,41.15,41.37,0.34%,1426608000.0,0,[],
540,18-03-2015 16:00:00,44.19M,42.5,42.83,41.33,41.43,1.92%,1426694400.0,0,[],
541,19-03-2015 16:00:00,33.88M,42.28,42.59,42.22,42.26,-0.52%,1426780800.0,1,"['we know # foxbusiness hosts can pick stocks, but what about # marchmadness brackets? see who they picked: ']","we know # foxbusiness hosts can pick stocks, but what about # marchmadness brackets? see who they picked: "
542,20-03-2015 16:00:00,71.90M,42.88,42.98,42.49,42.56,1.42%,1426867200.0,1,['do you love tootsie rolls? better stock up_ the company is in serious danger_ @ cvpaynepic_twitter_com/oa7jpjzbee'],do you love tootsie rolls? better stock up_ the company is in serious danger_ @ cvpaynepic_twitter_com/oa7jpjzbee
543,23-03-2015 16:00:00,26.25M,42.85,43.13,42.78,42.88,-0.07%,1427126400.0,0,[],
544,24-03-2015 16:00:00,25.51M,42.9,43.17,42.75,42.78,0.12%,1427212800.0,1,['airline stocks under pressure following this mornings tragic plane crash_ follow @ npetallides for the latest updatepic_twitter_com/cuhattaqxe'],airline stocks under pressure following this mornings tragic plane crash_ follow @ npetallides for the latest updatepic_twitter_com/cuhattaqxe
545,25-03-2015 16:00:00,43.47M,41.46,42.92,41.44,42.92,-3.36%,1427299200.0,0,[],
546,02-04-2015 16:00:00,37.49M,40.29,40.74,40.12,40.66,-1.06%,1427990400.0,0,[],
547,06-04-2015 16:00:00,39.22M,41.55,41.78,40.18,40.34,3.13%,1428336000.0,1,"['social media stocks react to news that turkey has banned @ youtube, re @openingbellfbnpic_twitter_com/grz98jicul']","social media stocks react to news that turkey has banned @ youtube, re @openingbellfbnpic_twitter_com/grz98jicul"
548,07-04-2015 16:00:00,28.81M,41.53,41.91,41.31,41.61,-0.05%,1428422400.0,0,[],
549,08-04-2015 16:00:00,24.75M,41.42,41.69,41.04,41.46,-0.26%,1428508800.0,1,"['_ @ mariabartiromo reports stocks have opened higher in early trading, @ dowjones up 60 points, @ nasdaq strong as wellpic_twitter_com/dixjg3gjjb']","_ @ mariabartiromo reports stocks have opened higher in early trading, @ dowjones up 60 points, @ nasdaq strong as wellpic_twitter_com/dixjg3gjjb"
550,09-04-2015 16:00:00,25.72M,41.48,41.62,41.25,41.25,0.14%,1428595200.0,3,"['_ @ mariabartiromo says most people do not invest in the stock market because they dont have the money; do you invest?pic_twitter_com/3dhk2mpei9', 'breaking: @ gm halting production of the @ chevyvolt; stock thus far not respondingpic_twitter_com/m7tzvatx0a', '_ @ disney stock  dis close to all time highs as company announces # pinocchio live-action filmpic_twitter_com/ao6xmiinma']",_ @ mariabartiromo says most people do not invest in the stock market because they dont have the money; do you invest?pic_twitter_com/3dhk2mpei9breaking: @ gm halting production of the @ chevyvolt; stock thus far not respondingpic_twitter_com/m7tzvatx0a_ @ disney stock  dis close to all time highs as company announces # pinocchio live-action filmpic_twitter_com/ao6xmiinma
551,10-04-2015 16:00:00,28.02M,41.72,41.95,41.41,41.63,0.58%,1428681600.0,2,"['generalelectric sheds bulk of ge capital stocks surge ', 'a new study shows that 52 of americans do not invest in the stock market do you ']",generalelectric sheds bulk of ge capital stocks surge a new study shows that 52 of americans do not invest in the stock market do you 
552,13-04-2015 16:00:00,30.28M,41.76,42.06,41.39,41.4,0.10%,1428940800.0,0,[],
553,14-04-2015 16:00:00,24.24M,41.65,42.03,41.39,41.8,-0.26%,1429027200.0,0,[],
554,15-04-2015 16:00:00,27.34M,42.26,42.46,41.68,41.76,1.46%,1429113600.0,0,[],
555,16-04-2015 16:00:00,22.51M,42.16,42.34,41.82,41.95,-0.24%,1429200000.0,1,"['_ @ etsy stock has nearly doubled since its 16 debut this morning  etsy, via @ varneyco; is it the stock of the day?pic_twitter_com/aqppbvwmm3']","_ @ etsy stock has nearly doubled since its 16 debut this morning  etsy, via @ varneyco; is it the stock of the day?pic_twitter_com/aqppbvwmm3"
556,17-04-2015 16:00:00,42.39M,41.62,41.74,41.16,41.67,-1.28%,1429286400.0,6,"['stocks end slightly down with earnings in focus ', '_ @ sony stock is down after their email hack is uploaded to wikileaks_ @ mariabartiromopic_twitter_com/kuyvqwy3kz', '_ @ disney stock explodes after new @ starwars trailer debuts, adding 2b in value to the company overnight_  dispic_twitter_com/2vbei0kodk', 'us stocks are selling off erasing this weeks gains  ge  hon  axp ', 'after initially pricing at 16, @ etsy stock is now up 80% after shooting up 120%_ @ lizclamanpic_twitter_com/wlz2j7ihnh', '_ @ netflix has 62m+ users and its stock is hitting a record high; can netflix kill traditional tv? via @riskrewardfbnpic_twitter_com/latyruk95l']","stocks end slightly down with earnings in focus _ @ sony stock is down after their email hack is uploaded to wikileaks_ @ mariabartiromopic_twitter_com/kuyvqwy3kz_ @ disney stock explodes after new @ starwars trailer debuts, adding 2b in value to the company overnight_  dispic_twitter_com/2vbei0kodkus stocks are selling off erasing this weeks gains  ge  hon  axp after initially pricing at 16, @ etsy stock is now up 80% after shooting up 120%_ @ lizclamanpic_twitter_com/wlz2j7ihnh_ @ netflix has 62m+ users and its stock is hitting a record high; can netflix kill traditional tv? via @riskrewardfbnpic_twitter_com/latyruk95l"
557,20-04-2015 16:00:00,46.06M,42.91,43.17,41.68,41.73,3.10%,1429545600.0,0,[],
558,21-04-2015 16:00:00,26.01M,42.63,43.15,42.53,43.0,-0.65%,1429632000.0,0,[],
559,22-04-2015 16:00:00,25.06M,42.98,43.13,42.55,42.67,0.82%,1429718400.0,0,[],
560,23-04-2015 16:00:00,46.31M,43.34,43.61,42.8,42.89,0.84%,1429804800.0,0,[],
561,24-04-2015 16:00:00,130.93M,47.87,48.14,45.65,45.66,10.45%,1429891200.0,1,['# microsoft rallies after posting fiscal 3q earnings beat: '],# microsoft rallies after posting fiscal 3q earnings beat: 
562,27-04-2015 16:00:00,59.25M,48.03,48.13,47.22,47.23,0.33%,1430150400.0,0,[],
563,28-04-2015 16:00:00,60.73M,49.16,49.21,47.7,47.78,2.35%,1430236800.0,1,['one witness at the # baltimoreriots says protesters are destroying the windows of a church_pic_twitter_com/fdrnyojegl'],one witness at the # baltimoreriots says protesters are destroying the windows of a church_pic_twitter_com/fdrnyojegl
564,29-04-2015 16:00:00,47.80M,49.06,49.31,48.5,48.72,-0.20%,1430323200.0,0,[],
565,30-04-2015 16:00:00,64.73M,48.64,49.54,48.6,48.7,-0.86%,1430409600.0,0,[],
566,01-05-2015 16:00:00,38.94M,48.66,48.88,48.4,48.58,0.04%,1430496000.0,0,[],
567,04-05-2015 16:00:00,34.04M,48.24,48.87,48.18,48.37,-0.86%,1430755200.0,1,['yumbrands  qualcomm  staples hot activist stocks  saltconference  scaramucci '],yumbrands  qualcomm  staples hot activist stocks  saltconference  scaramucci 
568,05-05-2015 16:00:00,50.37M,47.6,48.16,47.31,47.82,-1.33%,1430841600.0,0,[],
569,06-05-2015 16:00:00,52.43M,46.28,47.77,46.02,47.57,-2.77%,1430928000.0,1,['3 reasons  linkedin corp stock could rise '],3 reasons  linkedin corp stock could rise 
570,07-05-2015 16:00:00,32.97M,46.7,47.09,46.16,46.27,0.91%,1431014400.0,1,['oil hits 2015 highs after 1st us crude stocks drop in 4 months '],oil hits 2015 highs after 1st us crude stocks drop in 4 months 
571,08-05-2015 16:00:00,35.36M,47.75,47.98,47.52,47.55,2.25%,1431100800.0,0,[],
572,11-05-2015 16:00:00,24.61M,47.37,47.91,47.37,47.55,-0.80%,1431360000.0,0,[],
573,12-05-2015 16:00:00,29.93M,47.35,47.68,46.42,46.85,-0.04%,1431446400.0,0,[],
574,13-05-2015 16:00:00,34.18M,47.62,48.32,47.57,48.19,0.57%,1431532800.0,0,[],
575,14-05-2015 16:00:00,32.98M,48.72,48.82,48.03,48.03,2.31%,1431619200.0,1,['americanexpress  delta dole out dividends to compensate slumping stock returns  axp  dal '],americanexpress  delta dole out dividends to compensate slumping stock returns  axp  dal 
576,15-05-2015 16:00:00,28.64M,48.3,48.91,48.05,48.87,-0.86%,1431705600.0,3,"['a new study by  microsoft finds that people have a shorter attention span than a goldfish  just 8 secondspictwittercomhepxqwaxjb', '_ @ cvpayne answers all your questions on investing, stock ideas and retirement - keep them coming! # askpaynepic_twitter_com/7kztgcow2x', 'pimco has ended 5year push into stock investing by shuttering 2 of its 4 equities funds ']","a new study by  microsoft finds that people have a shorter attention span than a goldfish  just 8 secondspictwittercomhepxqwaxjb_ @ cvpayne answers all your questions on investing, stock ideas and retirement - keep them coming! # askpaynepic_twitter_com/7kztgcow2xpimco has ended 5year push into stock investing by shuttering 2 of its 4 equities funds "
577,18-05-2015 16:00:00,24.14M,48.01,48.22,47.61,47.98,-0.60%,1431964800.0,0,[],
578,19-05-2015 16:00:00,28.57M,47.58,47.81,47.18,47.56,-0.90%,1432051200.0,1,['carlcicahn said apple stock was still undervalued and that it should be trading at 240 '],carlcicahn said apple stock was still undervalued and that it should be trading at 240 
579,20-05-2015 16:00:00,25.05M,47.58,47.93,47.27,47.39,0.00%,1432137600.0,1,['cvpayne looks at why mothers make the best stock pickers '],cvpayne looks at why mothers make the best stock pickers 
580,28-05-2015 16:00:00,19.28M,47.45,48.02,47.39,47.5,-0.34%,1432828800.0,2,"['can the  microsoft surface really replace your laptop ', 'these stocks helped nasdaq hit a record ']",can the  microsoft surface really replace your laptop these stocks helped nasdaq hit a record 
581,29-05-2015 16:00:00,36.52M,46.86,47.57,46.59,47.43,-1.24%,1432915200.0,0,[],
582,01-06-2015 16:00:00,28.84M,47.23,47.77,46.62,47.06,0.79%,1433174400.0,0,[],
583,02-06-2015 16:00:00,21.50M,46.92,47.35,46.62,46.93,-0.66%,1433260800.0,1,['the irs is still running windows xp! @ gerriwillisfbn @ trishintelpic_twitter_com/0tuhr6t8xc'],the irs is still running windows xp! @ gerriwillisfbn @ trishintelpic_twitter_com/0tuhr6t8xc
584,03-06-2015 16:00:00,28.00M,46.85,47.73,46.82,47.37,-0.15%,1433347200.0,0,[],
585,04-06-2015 16:00:00,27.75M,46.36,47.16,46.2,46.79,-1.05%,1433433600.0,2,"['just in: u_s_ expects # iran to reduce uranium stockpile_pic_twitter_com/3ctlte0hg6', 'u_s_ companies announce 141b of new stock buyback programs_ are they boosting the economy? weigh in w/ # foxbusinesspic_twitter_com/cljoqwa7kd']",just in: u_s_ expects # iran to reduce uranium stockpile_pic_twitter_com/3ctlte0hg6u_s_ companies announce 141b of new stock buyback programs_ are they boosting the economy? weigh in w/ # foxbusinesspic_twitter_com/cljoqwa7kd
586,05-06-2015 16:00:00,25.44M,46.14,46.52,45.84,46.31,-0.47%,1433520000.0,0,[],
587,08-06-2015 16:00:00,22.12M,45.73,46.43,45.67,46.3,-0.89%,1433779200.0,1,['stocks retreat as strong jobs report puts spotlight on  fed '],stocks retreat as strong jobs report puts spotlight on  fed 
588,09-06-2015 16:00:00,24.41M,45.65,45.94,45.46,45.76,-0.17%,1433865600.0,0,[],
589,10-06-2015 16:00:00,28.42M,46.61,46.83,45.69,45.79,2.10%,1433952000.0,0,[],
590,11-06-2015 16:00:00,27.35M,46.44,46.92,46.13,46.66,-0.36%,1434038400.0,1,['biotech stocks are soaring but some say it reminds them of the dot com bubble '],biotech stocks are soaring but some say it reminds them of the dot com bubble 
591,12-06-2015 16:00:00,23.93M,45.97,46.47,45.9,46.22,-1.01%,1434124800.0,0,[],
592,15-06-2015 16:00:00,33.25M,45.48,45.65,45.02,45.45,-1.07%,1434384000.0,0,[],
593,16-06-2015 16:00:00,27.07M,45.83,46.24,45.3,45.35,0.77%,1434470400.0,1,"['_ @ jebbush says hard-working americans dont need reminding that the economy is more than the stock market_"" # jeb2016pic_twitter_com/rgb7hly6mt""']","_ @ jebbush says hard-working americans dont need reminding that the economy is more than the stock market_"" # jeb2016pic_twitter_com/rgb7hly6mt"""
594,17-06-2015 16:00:00,28.70M,45.97,46.07,45.36,45.73,0.31%,1434556800.0,1,['u_s_ stocks move mostly higher in early trading; @ aetna jumps on deal talk '],u_s_ stocks move mostly higher in early trading; @ aetna jumps on deal talk 
595,18-06-2015 16:00:00,32.66M,46.72,46.8,46.17,46.22,1.63%,1434643200.0,0,[],
596,19-06-2015 16:00:00,63.84M,46.1,46.83,45.99,46.79,-1.33%,1434729600.0,0,[],
597,22-06-2015 16:00:00,20.32M,46.23,46.72,46.16,46.33,0.28%,1434988800.0,0,[],
598,23-06-2015 16:00:00,25.90M,45.91,46.28,45.62,46.13,-0.69%,1435075200.0,1,['art laffer im very bullish on economy and stocks '],art laffer im very bullish on economy and stocks 
599,24-06-2015 16:00:00,34.89M,45.63,46.24,45.55,45.67,-0.61%,1435161600.0,0,[],
600,25-06-2015 16:00:00,20.62M,45.65,46.06,45.5,46.03,0.04%,1435248000.0,3,"['market alert: health care stocks rallying on # scotus # obamacare win - tune in to @ varneyco now for the latest updatespic_twitter_com/xeus3nspop', 'market alert: hospital stocks are rallying to new highs on # obamacare win_ @ varneyco has the latest updates_pic_twitter_com/ti5ezxzznk', 'clamanoncall fbns  lizclaman on the markets greece netflix stock and the us economy ']",market alert: health care stocks rallying on # scotus # obamacare win - tune in to @ varneyco now for the latest updatespic_twitter_com/xeus3nspopmarket alert: hospital stocks are rallying to new highs on # obamacare win_ @ varneyco has the latest updates_pic_twitter_com/ti5ezxzznkclamanoncall fbns  lizclaman on the markets greece netflix stock and the us economy 
601,26-06-2015 16:00:00,49.84M,45.26,46.28,45.03,45.65,-0.85%,1435334400.0,1,['healthcare stocks surged after  scotus upheld tax subsidies key to  obamacare '],healthcare stocks surged after  scotus upheld tax subsidies key to  obamacare 
602,29-06-2015 16:00:00,34.08M,44.37,45.23,44.36,45.04,-1.97%,1435593600.0,2,"['scotus has one more big decision left their  epa ruling may impact select energy stocks ', 'chinas stocks closed in bear-market territory after greece shut its banking system_ ']",scotus has one more big decision left their  epa ruling may impact select energy stocks chinas stocks closed in bear-market territory after greece shut its banking system_ 
603,30-06-2015 16:00:00,35.95M,44.15,44.72,43.94,44.71,-0.50%,1435680000.0,3,"['after a tumultuous day on wall street how will stocks fare today weve got you covered ', 'banks across greece and the nations stock market are closed what this means for the us', 'us stocks extend losses in heavy trading after collapse in  greececrisis bailout talks ']",after a tumultuous day on wall street how will stocks fare today weve got you covered banks across greece and the nations stock market are closed what this means for the usus stocks extend losses in heavy trading after collapse in  greececrisis bailout talks 
604,01-07-2015 16:00:00,28.34M,44.45,45.23,44.1,44.46,0.68%,1435766400.0,3,"['us stocks stage afternoon rally as pressure mounts for greeces alexis tsipras ', 'stocks tumble on  greececrisis and puerto rico debt woes heres what you need to know ', 'ace agrees to buy chubb for 28_3 billion in cash and stock_ ']",us stocks stage afternoon rally as pressure mounts for greeces alexis tsipras stocks tumble on  greececrisis and puerto rico debt woes heres what you need to know ace agrees to buy chubb for 28_3 billion in cash and stock_ 
605,02-07-2015 16:00:00,21.75M,44.4,44.75,44.06,44.48,-0.11%,1435852800.0,0,[],
606,06-07-2015 16:00:00,23.03M,44.39,44.48,43.95,43.96,-0.02%,1436198400.0,0,[],
607,07-07-2015 16:00:00,36.44M,44.3,44.49,43.32,44.34,-0.20%,1436284800.0,1,['retail investors bought bargain tech and energy stocks in june '],retail investors bought bargain tech and energy stocks in june 
608,08-07-2015 16:00:00,39.79M,44.24,44.9,44.03,44.44,-0.14%,1436371200.0,1,['microsoft cuts 7800 jobs primarily in the phone business '],microsoft cuts 7800 jobs primarily in the phone business 
609,09-07-2015 16:00:00,32.42M,44.52,45.22,44.5,44.75,0.63%,1436457600.0,2,"['check out how cyber security stocks are holding up amid yesterdays tech issues on the # nyse_pic_twitter_com/vypiagietp', 'is microsoft giving up on smartphones? ']",check out how cyber security stocks are holding up amid yesterdays tech issues on the # nyse_pic_twitter_com/vypiagietpis microsoft giving up on smartphones? 
610,10-07-2015 16:00:00,25.47M,44.61,45.14,44.57,45.01,0.20%,1436544000.0,0,[],
611,13-07-2015 16:00:00,28.18M,45.54,45.62,44.95,44.98,2.08%,1436803200.0,0,[],
612,14-07-2015 16:00:00,22.88M,45.62,45.96,45.31,45.45,0.18%,1436889600.0,0,[],
613,15-07-2015 16:00:00,26.63M,45.76,45.89,45.43,45.68,0.31%,1436976000.0,0,[],
614,16-07-2015 16:00:00,26.27M,46.66,46.69,45.97,46.01,1.97%,1437062400.0,0,[],
615,17-07-2015 16:00:00,29.47M,46.62,46.78,46.26,46.55,-0.09%,1437148800.0,0,[],
616,20-07-2015 16:00:00,30.63M,46.92,47.13,46.44,46.65,0.64%,1437408000.0,0,[],
617,21-07-2015 16:00:00,42.78M,47.28,47.33,46.48,46.78,0.77%,1437494400.0,0,[],
618,22-07-2015 16:00:00,59.15M,45.54,46.93,45.2,45.44,-3.68%,1437580800.0,1,['clamanoncall  lizclaman on the  markets apple  microsoft  chipotle and  gopro earnings '],clamanoncall  lizclaman on the  markets apple  microsoft  chipotle and  gopro earnings 
619,23-07-2015 16:00:00,33.93M,46.11,46.23,45.1,45.27,1.25%,1437667200.0,1,['baker hughes stock falls on antitrust issues in # halliburton deal_ '],baker hughes stock falls on antitrust issues in # halliburton deal_ 
620,24-07-2015 16:00:00,32.33M,45.94,46.32,45.8,45.91,-0.37%,1437753600.0,0,[],
621,27-07-2015 16:00:00,39.70M,45.35,46.01,45.25,45.94,-1.28%,1438012800.0,0,[],
622,28-07-2015 16:00:00,34.33M,45.34,45.64,44.79,45.58,-0.02%,1438099200.0,0,[],
623,29-07-2015 16:00:00,40.95M,46.29,46.78,45.26,45.4,2.10%,1438185600.0,2,"['_ @ microsofts yusuf medhi: # windows10 is probably the best windows version weve ever delivered_ its a free upgrade_pic_twitter_com/erpxv9qsxp', '_ @ microsofts yusuf medhi on @ windows 10: its probably the biggest release weve done in a decade or two_pic_twitter_com/srxkdgmhd6']",_ @ microsofts yusuf medhi: # windows10 is probably the best windows version weve ever delivered_ its a free upgrade_pic_twitter_com/erpxv9qsxp_ @ microsofts yusuf medhi on @ windows 10: its probably the biggest release weve done in a decade or two_pic_twitter_com/srxkdgmhd6
624,06-08-2015 16:00:00,27.37M,46.62,47.77,46.33,47.71,-2.02%,1438876800.0,0,[],
625,07-08-2015 16:00:00,19.16M,46.74,46.78,46.26,46.39,0.26%,1438963200.0,1,['media stock meltdown hits wall street '],media stock meltdown hits wall street 
626,10-08-2015 16:00:00,23.08M,47.33,47.49,46.84,46.95,1.26%,1439222400.0,0,[],
627,11-08-2015 16:00:00,29.24M,46.41,46.94,45.9,46.82,-1.94%,1439308800.0,0,[],
628,12-08-2015 16:00:00,30.20M,46.74,46.9,45.7,46.19,0.71%,1439395200.0,0,[],
629,13-08-2015 16:00:00,22.63M,46.73,47.1,46.49,47.06,-0.02%,1439481600.0,0,[],
630,14-08-2015 16:00:00,21.47M,47.0,47.1,46.52,46.53,0.58%,1439568000.0,1,['clamanoncall  lizclaman on the  markets oil prices and tesla stock '],clamanoncall  lizclaman on the  markets oil prices and tesla stock 
631,17-08-2015 16:00:00,21.10M,47.32,47.45,46.57,46.81,0.68%,1439827200.0,0,[],
